"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2001","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2009","1259704",""
"Australia","2001","Rural","Male","Albanian","Census - de jure - complete tabulation","Final figure, complete","2009","168",""
"Australia","2001","Rural","Male","Arabic","Census - de jure - complete tabulation","Final figure, complete","2009","1377",""
"Australia","2001","Rural","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2009","33",""
"Australia","2001","Rural","Male","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2009","142",""
"Australia","2001","Rural","Male","Australian Indigenous languages","Census - de jure - complete tabulation","Final figure, complete","2009","18127",""
"Australia","2001","Rural","Male","Bengali","Census - de jure - complete tabulation","Final figure, complete","2009","32",""
"Australia","2001","Rural","Male","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2009","32",""
"Australia","2001","Rural","Male","Burmese","Census - de jure - complete tabulation","Final figure, complete","2009","24",""
"Australia","2001","Rural","Male","Cantonese","Census - de jure - complete tabulation","Final figure, complete","2009","1067",""
"Australia","2001","Rural","Male","Chinese","Census - de jure - complete tabulation","Final figure, complete","2009","80",""
"Australia","2001","Rural","Male","Croatian","Census - de jure - complete tabulation","Final figure, complete","2009","1672",""
"Australia","2001","Rural","Male","Czech","Census - de jure - complete tabulation","Final figure, complete","2009","259",""
"Australia","2001","Rural","Male","Danish","Census - de jure - complete tabulation","Final figure, complete","2009","331",""
"Australia","2001","Rural","Male","English","Census - de jure - complete tabulation","Final figure, complete","2009","1125073",""
"Australia","2001","Rural","Male","Fijian","Census - de jure - complete tabulation","Final figure, complete","2009","84",""
"Australia","2001","Rural","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2009","356",""
"Australia","2001","Rural","Male","French","Census - de jure - complete tabulation","Final figure, complete","2009","1265",""
"Australia","2001","Rural","Male","German","Census - de jure - complete tabulation","Final figure, complete","2009","4951",""
"Australia","2001","Rural","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2009","2775",""
"Australia","2001","Rural","Male","Gujarati","Census - de jure - complete tabulation","Final figure, complete","2009","19",""
"Australia","2001","Rural","Male","Hakka","Census - de jure - complete tabulation","Final figure, complete","2009","15",""
"Australia","2001","Rural","Male","Hebrew","Census - de jure - complete tabulation","Final figure, complete","2009","84",""
"Australia","2001","Rural","Male","Hindi","Census - de jure - complete tabulation","Final figure, complete","2009","221",""
"Australia","2001","Rural","Male","Hokkien","Census - de jure - complete tabulation","Final figure, complete","2009","39",""
"Australia","2001","Rural","Male","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2009","637",""
"Australia","2001","Rural","Male","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2009","319",""
"Australia","2001","Rural","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2009","12702",""
"Australia","2001","Rural","Male","Japanese","Census - de jure - complete tabulation","Final figure, complete","2009","421",""
"Australia","2001","Rural","Male","Khmer","Census - de jure - complete tabulation","Final figure, complete","2009","228",""
"Australia","2001","Rural","Male","Korean","Census - de jure - complete tabulation","Final figure, complete","2009","149",""
"Australia","2001","Rural","Male","Kurd","Census - de jure - complete tabulation","Final figure, complete","2009","6",""
"Australia","2001","Rural","Male","Latvian","Census - de jure - complete tabulation","Final figure, complete","2009","141",""
"Australia","2001","Rural","Male","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2009","38",""
"Australia","2001","Rural","Male","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2009","575",""
"Australia","2001","Rural","Male","Malay","Census - de jure - complete tabulation","Final figure, complete","2009","266",""
"Australia","2001","Rural","Male","Malayalam","Census - de jure - complete tabulation","Final figure, complete","2009","9",""
"Australia","2001","Rural","Male","Maltese","Census - de jure - complete tabulation","Final figure, complete","2009","2255",""
"Australia","2001","Rural","Male","Mandarin","Census - de jure - complete tabulation","Final figure, complete","2009","612",""
"Australia","2001","Rural","Male","Maori","Census - de jure - complete tabulation","Final figure, complete","2009","200",""
"Australia","2001","Rural","Male","Marathi","Census - de jure - complete tabulation","Final figure, complete","2009","7",""
"Australia","2001","Rural","Male","Nepali","Census - de jure - complete tabulation","Final figure, complete","2009","7",""
"Australia","2001","Rural","Male","Netherlandic","Census - de jure - complete tabulation","Final figure, complete","2009","2622",""
"Australia","2001","Rural","Male","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2009","59",""
"Australia","2001","Rural","Male","Not stated","Census - de jure - complete tabulation","Final figure, complete","2009","67615",""
"Australia","2001","Rural","Male","Persian","Census - de jure - complete tabulation","Final figure, complete","2009","188",""
"Australia","2001","Rural","Male","Pilipino or Tagalog","Census - de jure - complete tabulation","Final figure, complete","2009","312",""
"Australia","2001","Rural","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2009","827",""
"Australia","2001","Rural","Male","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2009","164",""
"Australia","2001","Rural","Male","Punjabi","Census - de jure - complete tabulation","Final figure, complete","2009","549",""
"Australia","2001","Rural","Male","Romanian","Census - de jure - complete tabulation","Final figure, complete","2009","186",""
"Australia","2001","Rural","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2009","360",""
"Australia","2001","Rural","Male","Samoan","Census - de jure - complete tabulation","Final figure, complete","2009","105",""
"Australia","2001","Rural","Male","Serbian","Census - de jure - complete tabulation","Final figure, complete","2009","567",""
"Australia","2001","Rural","Male","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2009","73",""
"Australia","2001","Rural","Male","Slovak","Census - de jure - complete tabulation","Final figure, complete","2009","93",""
"Australia","2001","Rural","Male","Slovenian","Census - de jure - complete tabulation","Final figure, complete","2009","179",""
"Australia","2001","Rural","Male","Spanish","Census - de jure - complete tabulation","Final figure, complete","2009","978",""
"Australia","2001","Rural","Male","Swedish","Census - de jure - complete tabulation","Final figure, complete","2009","211",""
"Australia","2001","Rural","Male","Tamil","Census - de jure - complete tabulation","Final figure, complete","2009","54",""
"Australia","2001","Rural","Male","Telugu","Census - de jure - complete tabulation","Final figure, complete","2009","6",""
"Australia","2001","Rural","Male","Thai","Census - de jure - complete tabulation","Final figure, complete","2009","185",""
"Australia","2001","Rural","Male","Tongan","Census - de jure - complete tabulation","Final figure, complete","2009","125",""
"Australia","2001","Rural","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2009","403",""
"Australia","2001","Rural","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2009","198",""
"Australia","2001","Rural","Male","Urdu","Census - de jure - complete tabulation","Final figure, complete","2009","76",""
"Australia","2001","Rural","Male","Vietnamese","Census - de jure - complete tabulation","Final figure, complete","2009","957",""
"Australia","2001","Rural","Male","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2009","11",""
"Australia","2001","Rural","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2009","2063",""
"Australia","2001","Rural","Male","South Slavic","Census - de jure - complete tabulation","Final figure, complete","2009","399",""
"Australia","2001","Rural","Male","Cook Islands Maori","Census - de jure - complete tabulation","Final figure, complete","2009","24",""
"Australia","2001","Rural","Male","Lao","Census - de jure - complete tabulation","Final figure, complete","2009","82",""
"Australia","2001","Rural","Male","Non-verbal/inadequately described","Census - de jure - complete tabulation","Final figure, complete","2009","515",""
"Australia","2001","Rural","Male","Southern Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2009","104",""
"Australia","2001","Rural","Male","African Languages (excl. North Africa)","Census - de jure - complete tabulation","Final figure, complete","2009","461",""
"Australia","2001","Rural","Male","Oceanic Pidgins and Creoles","Census - de jure - complete tabulation","Final figure, complete","2009","1826",""
"Australia","2001","Rural","Male","Australian sign language","Census - de jure - complete tabulation","Final figure, complete","2009","119",""
"Australia","2001","Rural","Male","Tok Pisin","Census - de jure - complete tabulation","Final figure, complete","2009","210",""
"Australia","2001","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2009","1156209",""
"Australia","2001","Rural","Female","Albanian","Census - de jure - complete tabulation","Final figure, complete","2009","151",""
"Australia","2001","Rural","Female","Arabic","Census - de jure - complete tabulation","Final figure, complete","2009","1047",""
"Australia","2001","Rural","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2009","39",""
"Australia","2001","Rural","Female","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2009","116",""
"Australia","2001","Rural","Female","Australian Indigenous languages","Census - de jure - complete tabulation","Final figure, complete","2009","18312",""
"Australia","2001","Rural","Female","Bengali","Census - de jure - complete tabulation","Final figure, complete","2009","25",""
"Australia","2001","Rural","Female","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2009","27",""
"Australia","2001","Rural","Female","Burmese","Census - de jure - complete tabulation","Final figure, complete","2009","22",""
"Australia","2001","Rural","Female","Cantonese","Census - de jure - complete tabulation","Final figure, complete","2009","985",""
"Australia","2001","Rural","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2009","84",""
"Australia","2001","Rural","Female","Croatian","Census - de jure - complete tabulation","Final figure, complete","2009","1406",""
"Australia","2001","Rural","Female","Czech","Census - de jure - complete tabulation","Final figure, complete","2009","217",""
"Australia","2001","Rural","Female","Danish","Census - de jure - complete tabulation","Final figure, complete","2009","355",""
"Australia","2001","Rural","Female","English","Census - de jure - complete tabulation","Final figure, complete","2009","1042956",""
"Australia","2001","Rural","Female","Fijian","Census - de jure - complete tabulation","Final figure, complete","2009","68",""
"Australia","2001","Rural","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2009","362",""
"Australia","2001","Rural","Female","French","Census - de jure - complete tabulation","Final figure, complete","2009","1293",""
"Australia","2001","Rural","Female","German","Census - de jure - complete tabulation","Final figure, complete","2009","5021",""
"Australia","2001","Rural","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2009","2333",""
"Australia","2001","Rural","Female","Gujarati","Census - de jure - complete tabulation","Final figure, complete","2009","17",""
"Australia","2001","Rural","Female","Hakka","Census - de jure - complete tabulation","Final figure, complete","2009","15",""
"Australia","2001","Rural","Female","Hebrew","Census - de jure - complete tabulation","Final figure, complete","2009","74",""
"Australia","2001","Rural","Female","Hindi","Census - de jure - complete tabulation","Final figure, complete","2009","235",""
"Australia","2001","Rural","Female","Hokkien","Census - de jure - complete tabulation","Final figure, complete","2009","51",""
"Australia","2001","Rural","Female","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2009","602",""
"Australia","2001","Rural","Female","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2009","370",""
"Australia","2001","Rural","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2009","10587",""
"Australia","2001","Rural","Female","Japanese","Census - de jure - complete tabulation","Final figure, complete","2009","528",""
"Australia","2001","Rural","Female","Khmer","Census - de jure - complete tabulation","Final figure, complete","2009","187",""
"Australia","2001","Rural","Female","Korean","Census - de jure - complete tabulation","Final figure, complete","2009","117",""
"Australia","2001","Rural","Female","Kurd","Census - de jure - complete tabulation","Final figure, complete","2009","3",""
"Australia","2001","Rural","Female","Latvian","Census - de jure - complete tabulation","Final figure, complete","2009","159",""
"Australia","2001","Rural","Female","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2009","44",""
"Australia","2001","Rural","Female","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2009","488",""
"Australia","2001","Rural","Female","Malay","Census - de jure - complete tabulation","Final figure, complete","2009","281",""
"Australia","2001","Rural","Female","Malayalam","Census - de jure - complete tabulation","Final figure, complete","2009","7",""
"Australia","2001","Rural","Female","Maltese","Census - de jure - complete tabulation","Final figure, complete","2009","1879",""
"Australia","2001","Rural","Female","Mandarin","Census - de jure - complete tabulation","Final figure, complete","2009","572",""
"Australia","2001","Rural","Female","Maori","Census - de jure - complete tabulation","Final figure, complete","2009","146",""
"Australia","2001","Rural","Female","Marathi","Census - de jure - complete tabulation","Final figure, complete","2009","3",""
"Australia","2001","Rural","Female","Nepali","Census - de jure - complete tabulation","Final figure, complete","2009","5",""
"Australia","2001","Rural","Female","Netherlandic","Census - de jure - complete tabulation","Final figure, complete","2009","2809",""
"Australia","2001","Rural","Female","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2009","70",""
"Australia","2001","Rural","Female","Not stated","Census - de jure - complete tabulation","Final figure, complete","2009","49738",""
"Australia","2001","Rural","Female","Persian","Census - de jure - complete tabulation","Final figure, complete","2009","93",""
"Australia","2001","Rural","Female","Pilipino or Tagalog","Census - de jure - complete tabulation","Final figure, complete","2009","1397",""
"Australia","2001","Rural","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2009","758",""
"Australia","2001","Rural","Female","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2009","125",""
"Australia","2001","Rural","Female","Punjabi","Census - de jure - complete tabulation","Final figure, complete","2009","437",""
"Australia","2001","Rural","Female","Romanian","Census - de jure - complete tabulation","Final figure, complete","2009","152",""
"Australia","2001","Rural","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2009","439",""
"Australia","2001","Rural","Female","Samoan","Census - de jure - complete tabulation","Final figure, complete","2009","90",""
"Australia","2001","Rural","Female","Serbian","Census - de jure - complete tabulation","Final figure, complete","2009","462",""
"Australia","2001","Rural","Female","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2009","59",""
"Australia","2001","Rural","Female","Slovak","Census - de jure - complete tabulation","Final figure, complete","2009","105",""
"Australia","2001","Rural","Female","Slovenian","Census - de jure - complete tabulation","Final figure, complete","2009","169",""
"Australia","2001","Rural","Female","Spanish","Census - de jure - complete tabulation","Final figure, complete","2009","911",""
"Australia","2001","Rural","Female","Swedish","Census - de jure - complete tabulation","Final figure, complete","2009","238",""
"Australia","2001","Rural","Female","Tamil","Census - de jure - complete tabulation","Final figure, complete","2009","46",""
"Australia","2001","Rural","Female","Telugu","Census - de jure - complete tabulation","Final figure, complete","2009","3",""
"Australia","2001","Rural","Female","Thai","Census - de jure - complete tabulation","Final figure, complete","2009","306",""
"Australia","2001","Rural","Female","Tongan","Census - de jure - complete tabulation","Final figure, complete","2009","122",""
"Australia","2001","Rural","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2009","361",""
"Australia","2001","Rural","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2009","198",""
"Australia","2001","Rural","Female","Urdu","Census - de jure - complete tabulation","Final figure, complete","2009","53",""
"Australia","2001","Rural","Female","Vietnamese","Census - de jure - complete tabulation","Final figure, complete","2009","782",""
"Australia","2001","Rural","Female","Yiddish","Census - de jure - complete tabulation","Final figure, complete","2009","8",""
"Australia","2001","Rural","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2009","1725",""
"Australia","2001","Rural","Female","South Slavic","Census - de jure - complete tabulation","Final figure, complete","2009","299",""
"Australia","2001","Rural","Female","Cook Islands Maori","Census - de jure - complete tabulation","Final figure, complete","2009","23",""
"Australia","2001","Rural","Female","Lao","Census - de jure - complete tabulation","Final figure, complete","2009","64",""
"Australia","2001","Rural","Female","Non-verbal/inadequately described","Census - de jure - complete tabulation","Final figure, complete","2009","455",""
"Australia","2001","Rural","Female","Southern Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2009","91",""
"Australia","2001","Rural","Female","African Languages (excl. North Africa)","Census - de jure - complete tabulation","Final figure, complete","2009","418",""
"Australia","2001","Rural","Female","Oceanic Pidgins and Creoles","Census - de jure - complete tabulation","Final figure, complete","2009","1757",""
"Australia","2001","Rural","Female","Australian sign language","Census - de jure - complete tabulation","Final figure, complete","2009","127",""
"Australia","2001","Rural","Female","Tok Pisin","Census - de jure - complete tabulation","Final figure, complete","2009","130",""
"Australia","1996","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","16624517","5"
"Australia","1996","Total","Both Sexes","Arabic","Census - de facto - complete tabulation","Final figure, complete","2003","161966","5"
"Australia","1996","Total","Both Sexes","Australian Indigenous languages","Census - de facto - complete tabulation","Final figure, complete","2003","44192","5"
"Australia","1996","Total","Both Sexes","Bosnian","Census - de facto - complete tabulation","Final figure, complete","2003","9194","5"
"Australia","1996","Total","Both Sexes","Cantonese","Census - de facto - complete tabulation","Final figure, complete","2003","190104","5"
"Australia","1996","Total","Both Sexes","Croatian","Census - de facto - complete tabulation","Final figure, complete","2003","66702","5"
"Australia","1996","Total","Both Sexes","English","Census - de facto - complete tabulation","Final figure, complete","2003","13498094","5"
"Australia","1996","Total","Both Sexes","French","Census - de facto - complete tabulation","Final figure, complete","2003","38058","5"
"Australia","1996","Total","Both Sexes","German","Census - de facto - complete tabulation","Final figure, complete","2003","96651","5"
"Australia","1996","Total","Both Sexes","Greek","Census - de facto - complete tabulation","Final figure, complete","2003","259019","5"
"Australia","1996","Total","Both Sexes","Hindi","Census - de facto - complete tabulation","Final figure, complete","2003","31703","5"
"Australia","1996","Total","Both Sexes","Hungarian","Census - de facto - complete tabulation","Final figure, complete","2003","25846","5"
"Australia","1996","Total","Both Sexes","Indonesian","Census - de facto - complete tabulation","Final figure, complete","2003","25925","5"
"Australia","1996","Total","Both Sexes","Italian","Census - de facto - complete tabulation","Final figure, complete","2003","367290","5"
"Australia","1996","Total","Both Sexes","Khmer","Census - de facto - complete tabulation","Final figure, complete","2003","17908","5"
"Australia","1996","Total","Both Sexes","Korean","Census - de facto - complete tabulation","Final figure, complete","2003","28183","5"
"Australia","1996","Total","Both Sexes","Macedonian","Census - de facto - complete tabulation","Final figure, complete","2003","68126","5"
"Australia","1996","Total","Both Sexes","Malay","Census - de facto - complete tabulation","Final figure, complete","2003","9679","5"
"Australia","1996","Total","Both Sexes","Maltese","Census - de facto - complete tabulation","Final figure, complete","2003","44674","5"
"Australia","1996","Total","Both Sexes","Mandarin","Census - de facto - complete tabulation","Final figure, complete","2003","87320","5"
"Australia","1996","Total","Both Sexes","Netherlandic","Census - de facto - complete tabulation","Final figure, complete","2003","40224","5"
"Australia","1996","Total","Both Sexes","Other Chinese","Census - de facto - complete tabulation","Final figure, complete","2003","46531","5"
"Australia","1996","Total","Both Sexes","Persian","Census - de facto - complete tabulation","Final figure, complete","2003","17712","5"
"Australia","1996","Total","Both Sexes","Polish","Census - de facto - complete tabulation","Final figure, complete","2003","61023","5"
"Australia","1996","Total","Both Sexes","Portuguese","Census - de facto - complete tabulation","Final figure, complete","2003","23598","5"
"Australia","1996","Total","Both Sexes","Russian","Census - de facto - complete tabulation","Final figure, complete","2003","30042","5"
"Australia","1996","Total","Both Sexes","Serbian","Census - de facto - complete tabulation","Final figure, complete","2003","35392","5"
"Australia","1996","Total","Both Sexes","Sinhalese","Census - de facto - complete tabulation","Final figure, complete","2003","14657","5"
"Australia","1996","Total","Both Sexes","Spanish","Census - de facto - complete tabulation","Final figure, complete","2003","86860","5"
"Australia","1996","Total","Both Sexes","Tagalog","Census - de facto - complete tabulation","Final figure, complete","2003","67255","5"
"Australia","1996","Total","Both Sexes","Tamil","Census - de facto - complete tabulation","Final figure, complete","2003","17451","5"
"Australia","1996","Total","Both Sexes","Thai","Census - de facto - complete tabulation","Final figure, complete","2003","12778","5"
"Australia","1996","Total","Both Sexes","Turkish","Census - de facto - complete tabulation","Final figure, complete","2003","42223","5"
"Australia","1996","Total","Both Sexes","Ukrainian","Census - de facto - complete tabulation","Final figure, complete","2003","11086","5"
"Australia","1996","Total","Both Sexes","Vietnamese","Census - de facto - complete tabulation","Final figure, complete","2003","134011","5"
"Australia","1996","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","273690","5,6"
"Australia","1996","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","639350","5"
"Australia","1996","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2003","8198797","5"
"Australia","1996","Total","Male","Arabic","Census - de facto - complete tabulation","Final figure, complete","2003","83698","5"
"Australia","1996","Total","Male","Australian Indigenous languages","Census - de facto - complete tabulation","Final figure, complete","2003","21824","5"
"Australia","1996","Total","Male","Bosnian","Census - de facto - complete tabulation","Final figure, complete","2003","4706","5"
"Australia","1996","Total","Male","Cantonese","Census - de facto - complete tabulation","Final figure, complete","2003","91558","5"
"Australia","1996","Total","Male","Croatian","Census - de facto - complete tabulation","Final figure, complete","2003","33710","5"
"Australia","1996","Total","Male","English","Census - de facto - complete tabulation","Final figure, complete","2003","6657753","5"
"Australia","1996","Total","Male","French","Census - de facto - complete tabulation","Final figure, complete","2003","18152","5"
"Australia","1996","Total","Male","German","Census - de facto - complete tabulation","Final figure, complete","2003","46312","5"
"Australia","1996","Total","Male","Greek","Census - de facto - complete tabulation","Final figure, complete","2003","130329","5"
"Australia","1996","Total","Male","Hindi","Census - de facto - complete tabulation","Final figure, complete","2003","15825","5"
"Australia","1996","Total","Male","Hungarian","Census - de facto - complete tabulation","Final figure, complete","2003","12340","5"
"Australia","1996","Total","Male","Indonesian","Census - de facto - complete tabulation","Final figure, complete","2003","13108","5"
"Australia","1996","Total","Male","Italian","Census - de facto - complete tabulation","Final figure, complete","2003","183578","5"
"Australia","1996","Total","Male","Khmer","Census - de facto - complete tabulation","Final figure, complete","2003","8774","5"
"Australia","1996","Total","Male","Korean","Census - de facto - complete tabulation","Final figure, complete","2003","14015","5"
"Australia","1996","Total","Male","Macedonian","Census - de facto - complete tabulation","Final figure, complete","2003","34791","5"
"Australia","1996","Total","Male","Malay","Census - de facto - complete tabulation","Final figure, complete","2003","4666","5"
"Australia","1996","Total","Male","Maltese","Census - de facto - complete tabulation","Final figure, complete","2003","22401","5"
"Australia","1996","Total","Male","Mandarin","Census - de facto - complete tabulation","Final figure, complete","2003","42710","5"
"Australia","1996","Total","Male","Netherlandic","Census - de facto - complete tabulation","Final figure, complete","2003","18280","5"
"Australia","1996","Total","Male","Other Chinese","Census - de facto - complete tabulation","Final figure, complete","2003","22673","5"
"Australia","1996","Total","Male","Persian","Census - de facto - complete tabulation","Final figure, complete","2003","9125","5"
"Australia","1996","Total","Male","Polish","Census - de facto - complete tabulation","Final figure, complete","2003","28337","5"
"Australia","1996","Total","Male","Portuguese","Census - de facto - complete tabulation","Final figure, complete","2003","11824","5"
"Australia","1996","Total","Male","Russian","Census - de facto - complete tabulation","Final figure, complete","2003","13600","5"
"Australia","1996","Total","Male","Serbian","Census - de facto - complete tabulation","Final figure, complete","2003","18029","5"
"Australia","1996","Total","Male","Sinhalese","Census - de facto - complete tabulation","Final figure, complete","2003","7596","5"
"Australia","1996","Total","Male","Spanish","Census - de facto - complete tabulation","Final figure, complete","2003","42238","5"
"Australia","1996","Total","Male","Tagalog","Census - de facto - complete tabulation","Final figure, complete","2003","26002","5"
"Australia","1996","Total","Male","Tamil","Census - de facto - complete tabulation","Final figure, complete","2003","8737","5"
"Australia","1996","Total","Male","Thai","Census - de facto - complete tabulation","Final figure, complete","2003","5169","5"
"Australia","1996","Total","Male","Turkish","Census - de facto - complete tabulation","Final figure, complete","2003","21667","5"
"Australia","1996","Total","Male","Ukrainian","Census - de facto - complete tabulation","Final figure, complete","2003","5097","5"
"Australia","1996","Total","Male","Vietnamese","Census - de facto - complete tabulation","Final figure, complete","2003","67292","5"
"Australia","1996","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2003","136843","5,6"
"Australia","1996","Total","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","316038","5"
"Australia","1996","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2003","8425720","5"
"Australia","1996","Total","Female","Arabic","Census - de facto - complete tabulation","Final figure, complete","2003","78268","5"
"Australia","1996","Total","Female","Australian Indigenous languages","Census - de facto - complete tabulation","Final figure, complete","2003","22368","5"
"Australia","1996","Total","Female","Bosnian","Census - de facto - complete tabulation","Final figure, complete","2003","4488","5"
"Australia","1996","Total","Female","Cantonese","Census - de facto - complete tabulation","Final figure, complete","2003","98546","5"
"Australia","1996","Total","Female","Croatian","Census - de facto - complete tabulation","Final figure, complete","2003","32992","5"
"Australia","1996","Total","Female","English","Census - de facto - complete tabulation","Final figure, complete","2003","6840341","5"
"Australia","1996","Total","Female","French","Census - de facto - complete tabulation","Final figure, complete","2003","19906","5"
"Australia","1996","Total","Female","German","Census - de facto - complete tabulation","Final figure, complete","2003","50339","5"
"Australia","1996","Total","Female","Greek","Census - de facto - complete tabulation","Final figure, complete","2003","128690","5"
"Australia","1996","Total","Female","Hindi","Census - de facto - complete tabulation","Final figure, complete","2003","15878","5"
"Australia","1996","Total","Female","Hungarian","Census - de facto - complete tabulation","Final figure, complete","2003","13506","5"
"Australia","1996","Total","Female","Indonesian","Census - de facto - complete tabulation","Final figure, complete","2003","12817","5"
"Australia","1996","Total","Female","Italian","Census - de facto - complete tabulation","Final figure, complete","2003","183712","5"
"Australia","1996","Total","Female","Khmer","Census - de facto - complete tabulation","Final figure, complete","2003","9134","5"
"Australia","1996","Total","Female","Korean","Census - de facto - complete tabulation","Final figure, complete","2003","14168","5"
"Australia","1996","Total","Female","Macedonian","Census - de facto - complete tabulation","Final figure, complete","2003","33335","5"
"Australia","1996","Total","Female","Malay","Census - de facto - complete tabulation","Final figure, complete","2003","5013","5"
"Australia","1996","Total","Female","Maltese","Census - de facto - complete tabulation","Final figure, complete","2003","22273","5"
"Australia","1996","Total","Female","Mandarin","Census - de facto - complete tabulation","Final figure, complete","2003","44610","5"
"Australia","1996","Total","Female","Netherlandic","Census - de facto - complete tabulation","Final figure, complete","2003","21944","5"
"Australia","1996","Total","Female","Other Chinese","Census - de facto - complete tabulation","Final figure, complete","2003","23858","5"
"Australia","1996","Total","Female","Persian","Census - de facto - complete tabulation","Final figure, complete","2003","8587","5"
"Australia","1996","Total","Female","Polish","Census - de facto - complete tabulation","Final figure, complete","2003","32686","5"
"Australia","1996","Total","Female","Portuguese","Census - de facto - complete tabulation","Final figure, complete","2003","11774","5"
"Australia","1996","Total","Female","Russian","Census - de facto - complete tabulation","Final figure, complete","2003","16442","5"
"Australia","1996","Total","Female","Serbian","Census - de facto - complete tabulation","Final figure, complete","2003","17363","5"
"Australia","1996","Total","Female","Sinhalese","Census - de facto - complete tabulation","Final figure, complete","2003","7061","5"
"Australia","1996","Total","Female","Spanish","Census - de facto - complete tabulation","Final figure, complete","2003","44622","5"
"Australia","1996","Total","Female","Tagalog","Census - de facto - complete tabulation","Final figure, complete","2003","41253","5"
"Australia","1996","Total","Female","Tamil","Census - de facto - complete tabulation","Final figure, complete","2003","8714","5"
"Australia","1996","Total","Female","Thai","Census - de facto - complete tabulation","Final figure, complete","2003","7609","5"
"Australia","1996","Total","Female","Turkish","Census - de facto - complete tabulation","Final figure, complete","2003","20556","5"
"Australia","1996","Total","Female","Ukrainian","Census - de facto - complete tabulation","Final figure, complete","2003","5989","5"
"Australia","1996","Total","Female","Vietnamese","Census - de facto - complete tabulation","Final figure, complete","2003","66719","5"
"Australia","1996","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2003","136847","5,6"
"Australia","1996","Total","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","323312","5"
"Austria","2001","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2003","8032926",""
"Austria","2001","Total","Both Sexes","Albanian","Census - de jure - complete tabulation","Final figure, complete","2003","28212",""
"Austria","2001","Total","Both Sexes","Arabic","Census - de jure - complete tabulation","Final figure, complete","2003","17592",""
"Austria","2001","Total","Both Sexes","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2003","34857",""
"Austria","2001","Total","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2003","5388",""
"Austria","2001","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2003","9960",""
"Austria","2001","Total","Both Sexes","Croatian","Census - de jure - complete tabulation","Final figure, complete","2003","131307",""
"Austria","2001","Total","Both Sexes","Czech","Census - de jure - complete tabulation","Final figure, complete","2003","17742",""
